entity_id,canonical_key,preferred_name,language_group,variant_count,occurrence_count,all_variants_pipe,first_context,source_refs_sample,known_or_suggested_wikidata_qid,entity_type,status,privacy_review_required,batch2_note
ENT_BA9F1B8C5D,امام خمینی کی رحلت کے بعد خبرگان قیادت کی جانب سے ایت اللہ خامنہ,امام خمینی کی رحلت کے بعد خبرگانِ قیادت کی جانب سے آیت اللہ خامنہ,ur/ar,1,2,امام خمینی کی رحلت کے بعد خبرگانِ قیادت کی جانب سے آیت اللہ خامنہ,ولایتِ فقیہ اور رہبریِ امت :امام خمینی کی رحلت کے بعد خبرگانِ قیادت کی جانب سے آیت اللہ خامنہ ای کا انتخاب محض ایک آئینی عمل نہیں تھا بلکہ امت کے اعتماد کا اظہار تھا۔,SRC003 p.1 line 1124,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_74DCA777E6,امام خمینی کے ہمراہ اسلامی انقلاب کی فکری و عملی جدوجہد میں فعال کردار ادا,امام خمینی کے ہمراہ اسلامی انقلاب کی فکری و عملی جدوجہد میں فعال کردار ادا,ur/ar,1,2,امام خمینی کے ہمراہ اسلامی انقلاب کی فکری و عملی جدوجہد میں فعال کردار ادا,انقلابی جدوجہد اور سیاسی شعور :پہلوی آمریت کے دور میں آیت اللہ خامنہ ای نے قید، جلاوطنی، نگرانی اور مسلسل دباؤ کے باوجود امام خمینی کے ہمراہ اسلامی انقلاب کی فکری و عملی جدوجہد میں فعال کردار ادا کیا۔,SRC003 p.1 line 1118,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_8596845978,امام خمینی، ایت اللہ بروجردی، علامہ طباطبايی اور دیگر اکابر علما شامل ہیں یہی وہ,امام خمینی، آیت اللہ بروجردی، علامہ طباطبائی اور دیگر اکابر علما شامل ہیں یہی وہ,ur/ar,1,2,امام خمینی، آیت اللہ بروجردی، علامہ طباطبائی اور دیگر اکابر علما شامل ہیں یہی وہ,ان کے اساتذہ میں عصر کے عظیم فقہا اور مراجع شامل رہے جن میں امام خمینی، آیت اللہ بروجردی، علامہ طباطبائی اور دیگر اکابر علما شامل ہیں یہی وہ علمی پس منظر ہے جس نے انہیں محض ایک سیاسی رہنما نہیں بلکہ ایک مجتہدِ جامع الشرائط، صاحبِ نظر فقیہ اور قرآنی فکر رکھنے والا رہبر بنایا۔,SRC003 p.1 line 1116,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_B545FCE62C,امام ذہبی اہل سنت حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہ العسکر، امام,امام ذہبی (اہل سنت) حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہُ العسکر، امامُ,ur/ar,1,2,امام ذہبی (اہل سنت) حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہُ العسکر، امامُ,حوالہ جات الارشاد، شیخ مفید کشف الغمہ، علی بن عیسی اربلی عیون اخبار الرضا، شیخ صدوق بحار الانوار، علامہ مجلسی، جلد 50 مناقب ابن شہرآشوب سیر اعلام النبلاء، امام ذہبی (اہل سنت) حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہُ العسکر، امامُ الزاہدین، نورُ سامرہ، اور حجّتُ اللہ علی...,SRC003 p.1 line 730,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_065D96CFEF,امام ذہبی اہل سنت امام زادے سید جعفر ثانی بن علی النقی الزکی، جعفر کذاب،,امام ذہبی (اہلِ سنت) امام زادے سید جعفر ثانی بن علی النقی الزکی، جعفر کذّاب،,ur/ar,1,2,امام ذہبی (اہلِ سنت) امام زادے سید جعفر ثانی بن علی النقی الزکی، جعفر کذّاب،,حوالہ جات الارشاد، شیخ مفید؛ کمالُ الدین و تمامُ النعمة، شیخ صدوق؛ بحارُ الانوار، علامہ مجلسی، جلد پچاس تا اکاون؛ کشفُ الغمہ، علی بن عیسیٰ اربلی؛ دلائلُ الامامہ، طبری شیعی؛ سیرُ اعلامِ النبلاء، امام ذہبی (اہلِ سنت) امام زادے سید جعفر ثانی بن علی النقیؑ الزکی، جعفر کذّاب، جعفر الت...,SRC003 p.1 line 786,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_78E8B70346,امام ذہبی اہل سنت حضرت امام جعفر صادق علیہ السلام صادق ال محمد، امام المتقین،,امام ذہبی (اہلِ سنت) حضرت امام جعفر صادق علیہ السلام صادقِ آلِ محمد، امامُ المتقین،,ur/ar,1,2,امام ذہبی (اہلِ سنت) حضرت امام جعفر صادق علیہ السلام صادقِ آلِ محمد، امامُ المتقین،,حوالہ جات: الارشاد، شیخ مفید؛ بحارالانوار، علامہ مجلسی، جلد چھیالیس تا سینتالیس؛ مناقب ابنِ شہرآشوب؛ دلائلُ الامامہ، طبری شیعی؛ کشفُ الغمہ، علی بن عیسیٰ اربلی؛ سیرُ اعلامِ النبلاء، امام ذہبی (اہلِ سنت) حضرت امام جعفر صادق علیہ السلام صادقِ آلِ محمد، امامُ المتقین، معلمِ مکتبِ اہل...,SRC003 p.1 line 611,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_608C987886,امام ذہبی تلخیص المستدرک جیسے اکابر شامل ہیں۔,امام ذہبی (تلخیص المستدرک) جیسے اکابر شامل ہیں۔,ur/ar,1,2,امام ذہبی (تلخیص المستدرک) جیسے اکابر شامل ہیں۔,حدیثِ غدیر کو روایت کرنے والے اہلِ سنت محدثین میں امام طبرانی (المعجم الکبیر)، امام نسائی (خصائص علی)، امام ابو یعلی، امام ابن حجر عسقلانی (الاصابہ، فتح الباری)، امام سیوطی (الدر المنثور، جلد 2، ص 259)، امام ابن عبد البر (الاستیعاب)، امام بیہقی (السنن الکبری)، علامہ ابن اثیر (الک...,SRC003 p.1 line 383,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2502E41BFD,امام ذہبی ، تاریخ بغداد خطیب بغدادی ۔,امام ذہبی)، تاریخ بغداد (خطیب بغدادی)۔,ur/ar,1,2,امام ذہبی)، تاریخ بغداد (خطیب بغدادی)۔,حوالہ جات الارشاد (شیخ مفید)، بحار الانوار (علامہ مجلسی، ج48–49)، کشف الغمہ (علی بن عیسی اربلی)، دلائل الامامہ (طبری شیعی)، سیر اعلام النبلاء (امام ذہبی)، تاریخ بغداد (خطیب بغدادی)۔,SRC003 p.1 line 673,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_D325C31B63,امام ذہبی ۔,امام ذہبی)۔,ur/ar,1,2,امام ذہبی)۔,"حوالہ جات: عیون اخبار الرضا (شیخ صدوق)، بحار الانوار (علامہ مجلسی، ج49–50)، الارشاد (شیخ مفید), کشف الغمہ (علی بن عیسی اربلی)، تاریخ طبری، سیر اعلام النبلاء (امام ذہبی)۔",SRC003 p.1 line 702,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EFC519FC06,امام ذہبی، مسند احمد، سنن ترمذی حضرت امام زین العابدین علیہ السلام سجاد، زین العابدین،,امام ذہبی، مسند احمد، سنن ترمذی حضرت امام زین العابدین علیہ السلام سجاد، زینُ العابدین،,ur/ar,1,2,امام ذہبی، مسند احمد، سنن ترمذی حضرت امام زین العابدین علیہ السلام سجاد، زینُ العابدین،,حوالہ جات: بحار الانوار، علامہ مجلسی، ج 44–45، کشف الغمہ، علی بن عیسی اربلی، الارشاد، شیخ مفید، مناقب ابن شہرآشوب، تاریخ طبری (اہل سنت)، سیر اعلام النبلاء، امام ذہبی، مسند احمد، سنن ترمذی حضرت امام زین العابدین علیہ السلام سجاد، زینُ العابدین، سیدُ الساجدین، عابدِ شب، وارثِ کربلا...,SRC003 p.1 line 548,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_FC0D52420E,امام رضا علیہ السلام نے یہ رشتہ دینی نہیں بلکہ سیاسی مجبوری کے تحت قبول,امام رضا علیہ السلام نے یہ رشتہ دینی نہیں بلکہ سیاسی مجبوری کے تحت قبول,ur/ar,1,2,امام رضا علیہ السلام نے یہ رشتہ دینی نہیں بلکہ سیاسی مجبوری کے تحت قبول,یہ نکاح مامون کی سیاسی حکمتِ عملی کا حصہ تھا تاکہ امام کو خلافت کے قریب لا کر اپنے اقتدار کو مذہبی جواز فراہم کر سکے، تاہم روایات کے مطابق امام رضا علیہ السلام نے یہ رشتہ دینی نہیں بلکہ سیاسی مجبوری کے تحت قبول فرمایا۔,SRC003 p.1 line 689,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_803349526D,امام رضا علیہ السلام کو مامون عباسی نے زہر دے کر شہید کیا، جب اپ,امام رضا علیہ السلام کو مامون عباسی نے زہر دے کر شہید کیا، جب آپ,ur/ar,1,2,امام رضا علیہ السلام کو مامون عباسی نے زہر دے کر شہید کیا، جب آپ,شہادت امام رضا علیہ السلام کو مامون عباسی نے زہر دے کر شہید کیا، جب آپ ولی عہدی کو عملاً قبول نہیں کر رہے تھے۔,SRC003 p.1 line 698,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_AB30334F7F,امام رضا علیہ السلام کے بعد امام محمد تقی سے علمی اور روحانی اثر کو,امام رضا علیہ السلام کے بعد امام محمد تقی سے علمی اور روحانی اثر کو,ur/ar,1,2,امام رضا علیہ السلام کے بعد امام محمد تقی سے علمی اور روحانی اثر کو,مامون نے امام رضا علیہ السلام کے بعد امام محمد تقیؑ سے علمی اور روحانی اثر کو کم کرنے کے لیے یہ نکاح کروایا، لیکن امامؑ نے علم و وقار سے اہل بیتؑ کی عزت کو قائم رکھا۔,SRC003 p.1 line 713,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_45504A443F,امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,ur/ar,1,2,امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,نسبی عظمت حضرت سید احمد کبیر رحمۃ اللہ علیہ کا سلسلہ نسب براہ راست نواسۂ رسول ﷺ، حضرت امام حسین علیہ السلام سے ہوتا ہوا حضرت امام علی نقی علیہ السلام، امام محمد تقی، امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,SRC003 p.1 line 1345,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_FD8C5B1BEE,امام زید بن علی زید شہید,امام زید بن علی (زید شہید,ur/ar,1,2,امام زید بن علی (زید شہید,اولاد: حضرت امام زین العابدین علیہ السلام کی اولاد میں درج ذیل نام معتبر شیعہ مصادر میں ملتے ہیں: • حضرت امام محمد باقر علیہ السلام پانچویں امام • امام زید بن علی (زید شہید) • حسن بن علی • حسین بن علی • عبداللہ بن علی • فاطمہ بنت علی • علیہ بنت علی تاہم سلسلۂ امامت حضرت امام محم...,SRC003 p.1 line 573,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7F55BA5331,امام زین العابدین علیہ السلام بن امام حسین علیہ السلام بن حضرت علی کرم اللہ,امام زین العابدین علیہ السلام بن امام حسین علیہ السلام بن حضرت علی کرم اللہ,ur/ar,1,2,امام زین العابدین علیہ السلام بن امام حسین علیہ السلام بن حضرت علی کرم اللہ,نسب: سید امیر علی شاہؒ بن سید حیدر شاہؒ بن سید قطب شاہؒ بن سید کبیر شاہؒ بن سید شرف الدین شاہؒ بن سید شمس الدین شاہؒ بن سید جہانگیر شاہؒ بن سید یار شاہ حیدرؒ بن سید شاہ نظامؒ بن سید زین العابدینؒ بن سید علم الدینؒ بن سید جلال الدین حیدرؒ بن سید صفی الدینؒ بن سید نظام الدینؒ بن سی...,SRC003 p.1 line 1646,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_3A86954C89,امام زین العابدین علیہ السلام نے کربلا کے عظیم سانحہ کو نہ صرف اپنی انکھوں,امام زین العابدین علیہ السلام نے کربلا کے عظیم سانحہ کو نہ صرف اپنی آنکھوں,ur/ar,1,2,امام زین العابدین علیہ السلام نے کربلا کے عظیم سانحہ کو نہ صرف اپنی آنکھوں,امام زین العابدین علیہ السلام نے کربلا کے عظیم سانحہ کو نہ صرف اپنی آنکھوں سے دیکھا، بلکہ شدید بیماری کی حالت میں اسیر بھی بنے۔,SRC003 p.1 line 566,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7EA9B274C2,امام زین العابدین علیہ السلام و حضرت فاطمہ بنت حسن علیہما السلام کے فرزند ارجمند,امام زین العابدین علیہ السلام و حضرت فاطمہ بنت حسن علیہما السلام کے فرزندِ ارجمند,ur/ar,1,2,امام زین العابدین علیہ السلام و حضرت فاطمہ بنت حسن علیہما السلام کے فرزندِ ارجمند,حضرت امام محمد باقر علیہ السلام، اہل بیت علیہم السلام کے پانچویں امام، علم و معرفت کے آفتاب، اور امام زین العابدین علیہ السلام و حضرت فاطمہ بنت حسن علیہما السلام کے فرزندِ ارجمند ہیں۔,SRC003 p.1 line 586,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EC7C02CFA4,امام زین العابدین علیہ السلام پیدا ہويے۔,امام زین العابدین علیہ السلام پیدا ہوئے۔,ur/ar,1,2,امام زین العابدین علیہ السلام پیدا ہوئے۔,شہر بانو سلامُ اللہ علیہا ایرانی بادشاہ یزدگرد کی بیٹی، جنہیں قیدیوں میں سے امام علی علیہ السلام نے منتخب کیا اور امام حسینؑ سے نکاح کرایا ان ہی سے امام زین العابدین علیہ السلام پیدا ہوئے۔,SRC003 p.1 line 524,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_637A071E05,امام زین العابدین علیہ السلام کے ہمراہ اسیران اہل بیت میں شامل رہے، اور اسی,امام زین العابدین علیہ السلام کے ہمراہ اسیرانِ اہلِ بیت میں شامل رہے، اور اسی,ur/ar,1,2,امام زین العابدین علیہ السلام کے ہمراہ اسیرانِ اہلِ بیت میں شامل رہے، اور اسی,آپ اپنے والد امام زین العابدین علیہ السلام کے ہمراہ اسیرانِ اہلِ بیتؑ میں شامل رہے، اور اسی بنا پر آپ کربلا کے عینی شاہد امام کہلاتے ہیں، جنہوں نے کربلا کو دیکھا بھی اور بعد میں علمی صورت میں محفوظ بھی کیا۔,SRC003 p.1 line 593,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_17F5E5D4E7,امام زین العابدین کی جان بچايی,امام زین العابدین کی جان بچائی,ur/ar,1,2,امام زین العابدین کی جان بچائی,• عاشورا کے بعد آپ نے خیموں کی حفاظت کی • بیمار امام زین العابدینؑ کی جان بچائی • اہلِ حرم کی قیادت سنبھالی • شہداء کے پیغام کو دنیا تک پہنچایا یہ کہنا بجا ہے کہ کربلا امام حسینؑ نے زندہ کی، اور کربلا کو حضرت زینبؑ نے باقی رکھا۔,SRC003 p.1 line 473,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_F18A96CAF3,امام سامرہ میں شیعی قیادت کا مرکز توقیعات و وکالت کا اغاز عظیم دعاوں کے,امام سامرہ میں شیعی قیادت کا مرکز توقیعات و وکالت کا آغاز عظیم دعاؤں کے,ur/ar,1,2,امام سامرہ میں شیعی قیادت کا مرکز توقیعات و وکالت کا آغاز عظیم دعاؤں کے,خصوصیات: علم و زہد کا مثالی امام سامرہ میں شیعی قیادت کا مرکز توقیعات و وکالت کا آغاز عظیم دعاؤں کے راوی (جیسے زیارت جامعہ کبیرہ) تاریخی مقام حضرت امام علی نقی علیہ السلام نے ایسے دور میں امامت کو زندہ رکھا جب تلوار، خطبہ اور علنی تحریک ممکن نہ تھی۔,SRC003 p.1 line 758,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_8669C08F59,امام سب سے سخی امام الجواد عباسی دربار میں دلیرانہ علمی و دینی دفاع سلسلہ,امام سب سے سخی امام (الجواد) عباسی دربار میں دلیرانہ علمی و دینی دفاع سلسلہ,ur/ar,1,2,امام سب سے سخی امام (الجواد) عباسی دربار میں دلیرانہ علمی و دینی دفاع سلسلہ,خصوصیات سب سے کم سن امام سب سے سخی امام (الجواد) عباسی دربار میں دلیرانہ علمی و دینی دفاع سلسلہ امامت کے ایک اہم علمی ستون تاریخی مقام حضرت امام محمد تقی علیہ السلام نے ثابت کیا کہ امامت عمر، طاقت یا حکومت کی محتاج نہیں۔,SRC003 p.1 line 728,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_07F5562703,امام سجاد علیہ السلام نے کسی تلوار، خطبہ یا شورش کے بغیر، عبادت، دعا، علم,امام سجاد علیہ السلام نے کسی تلوار، خطبہ یا شورش کے بغیر، عبادت، دعا، علم,ur/ar,1,2,امام سجاد علیہ السلام نے کسی تلوار، خطبہ یا شورش کے بغیر، عبادت، دعا، علم,امام سجاد علیہ السلام نے کسی تلوار، خطبہ یا شورش کے بغیر، عبادت، دعا، علم اور زہد سے امت کو بیدار کیا، اور ظلم و فساد کے اندھیروں میں اہل بیتؑ کی روشنی کو زندہ رکھا۔,SRC003 p.1 line 579,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A889CD7432,امام سجاد کے شاگرد اور معروف تابعی قاسم بن محمد کی صاحبزادی تھیں۔,امام سجاد کے شاگرد اور معروف تابعی قاسم بن محمد کی صاحبزادی تھیں۔,ur/ar,1,2,امام سجاد کے شاگرد اور معروف تابعی قاسم بن محمد کی صاحبزادی تھیں۔,والد: حضرت امام محمد باقر علیہ السلام والدہ: حضرت ام فروہ بنت قاسم بن محمد بن ابی بکر، جو امام سجادؑ کے شاگرد اور معروف تابعی قاسم بن محمد کی صاحبزادی تھیں۔,SRC003 p.1 line 615,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E400204FB9,امام سجاد کے شاگرد و تابعی تھے۔,امام سجاد کے شاگرد و تابعی تھے۔,ur/ar,1,2,امام سجاد کے شاگرد و تابعی تھے۔,ان کے خاندان میں حضرت ابوبکر کے بجائے امام باقرؑ کی نسبت غالب تھی، اور خود قاسم بن محمد امام سجادؑ کے شاگرد و تابعی تھے۔,SRC003 p.1 line 583,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_902E774AF0,امام سیوطی الدر المنثور، جلد,امام سیوطی (الدر المنثور، جلد,ur/ar,1,2,امام سیوطی (الدر المنثور، جلد,حدیثِ غدیر کو روایت کرنے والے اہلِ سنت محدثین میں امام طبرانی (المعجم الکبیر)، امام نسائی (خصائص علی)، امام ابو یعلی، امام ابن حجر عسقلانی (الاصابہ، فتح الباری)، امام سیوطی (الدر المنثور، جلد 2، ص 259)، امام ابن عبد البر (الاستیعاب)، امام بیہقی (السنن الکبری)، علامہ ابن اثیر (الک...,SRC003 p.1 line 383,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_989BB2D117,امام سے براہ راست منسوب نہیں، بلکہ سادات کے خاندانی عزاداری کے طریقوں میں شامل,امام سے براہ راست منسوب نہیں، بلکہ سادات کے خاندانی عزاداری کے طریقوں میں شامل,ur/ar,1,2,امام سے براہ راست منسوب نہیں، بلکہ سادات کے خاندانی عزاداری کے طریقوں میں شامل,مزید برآں، شجرۂ نسب (دارُ النسب، حیدرآباد) میں لکھا گیا ہے کہ لکھنؤ اور حیدرآباد کے بہت سے سادات خاندان، جو خود کو اولادِ امام موسیٰ کاظمؑ سے بتاتے ہیں، ان میں 9 محرم کی رات کا یہ عمل نسل در نسل چلا آ رہا ہے ان حوالہ جات سے یہ بات واضح ہوتی ہے کہ کُندیلی بھرنے کی روایت کسی ایک ا...,SRC003 p.1 line 1789,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E3F82CDF75,امام طبرانی المعجم الکبیر ، امام نسايی خصايص علی ، امام ابو یعلی، امام ابن حجر عسقلانی,امام طبرانی (المعجم الکبیر)، امام نسائی (خصائص علی)، امام ابو یعلی، امام ابن حجر عسقلانی,ur/ar,1,2,امام طبرانی (المعجم الکبیر)، امام نسائی (خصائص علی)، امام ابو یعلی، امام ابن حجر عسقلانی,حدیثِ غدیر کو روایت کرنے والے اہلِ سنت محدثین میں امام طبرانی (المعجم الکبیر)، امام نسائی (خصائص علی)، امام ابو یعلی، امام ابن حجر عسقلانی (الاصابہ، فتح الباری)، امام سیوطی (الدر المنثور، جلد 2، ص 259)، امام ابن عبد البر (الاستیعاب)، امام بیہقی (السنن الکبری)، علامہ ابن اثیر (الک...,SRC003 p.1 line 383,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_10BE037D6B,امام طبری، ابن کثیر، رازی کے مطابق نبی کو بعض احکام کے اعلان کے,امام طبری، ابن کثیر، رازی) کے مطابق نبی کو بعض احکام کے اعلان کے,ur/ar,1,2,امام طبری، ابن کثیر، رازی) کے مطابق نبی کو بعض احکام کے اعلان کے,بعض مفسرین (جیسے امام طبری، ابن کثیر، رازی) کے مطابق نبی ﷺ کو بعض احکام کے اعلان کے وقت کفار، منافقین یا اہلِ کتاب کی طرف سے مخالفت یا اذیت کا خدشہ لاحق ہو سکتا تھا، جس پر اللہ تعالیٰ نے فرمایا کہ اگر تبلیغ میں کمی کی گئی تو گویا رسالت کا فریضہ ادا ہی نہ ہوا۔,SRC003 p.1 line 349,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_345C8ADA33,امام طبری، البدایہ والنہایہ از ابن کثیر، قصص الانبیاء از ابن کثیر۔,امام طبری، البدایہ والنہایہ از ابنِ کثیر، قصص الانبیاء از ابنِ کثیر۔,ur/ar,1,2,امام طبری، البدایہ والنہایہ از ابنِ کثیر، قصص الانبیاء از ابنِ کثیر۔,طبع) ← ال ← عدنان ← معد ← نزار ← مضر ← الیاس ← مدرکہ ← خزیمہ ← کنانہ ← نضر ← مالک ← فہر ← غالب ← لؤی ← کعب ← مرہ ← کلاب ← قصی ← عبد مناف ← ہاشم ← (شیبہ) حضرت عبدالمطلب علیہ السلام حوالہ جات: حضرت آدم علیہ السلام تا حضرت اسماعیل علیہ السلام: القرآن الکریم، تفسیر ابنِ کثیر (قصص الا...,SRC003 p.1 line 14,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_4DD6A21CFA,امام ظاہر کرنے کی کوشش کی۔,امام ظاہر کرنے کی کوشش کی۔,ur/ar,1,2,امام ظاہر کرنے کی کوشش کی۔,کنیت: ابو عبد اللہ القاب: جعفر کذّاب، الزکی، التواب، المصدق (مختلف تاریخی حوالوں میں مختلف القاب ملتے ہیں) پیدائش: 226 ہجری / 840ء وفات: 271 ہجری / 884ء سکونت: سامرا، مدینہ مدفن: حرم عسکریین، سامرا خاندانی پس منظر ● والد: امام علی النقی علیہ السلام ● والدہ: سمانہ خاتون ● بھائی: ا...,SRC003 p.1 line 789,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CC8FFE4C2A,امام علی النقی علیہ السلام,امام علی النقی علیہ السلام,ur/ar,1,2,امام علی النقی علیہ السلام,کنیت: ابو عبد اللہ القاب: جعفر کذّاب، الزکی، التواب، المصدق (مختلف تاریخی حوالوں میں مختلف القاب ملتے ہیں) پیدائش: 226 ہجری / 840ء وفات: 271 ہجری / 884ء سکونت: سامرا، مدینہ مدفن: حرم عسکریین، سامرا خاندانی پس منظر ● والد: امام علی النقی علیہ السلام ● والدہ: سمانہ خاتون ● بھائی: ا...,SRC003 p.1 line 789,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_877D949B42,امام علی النقی علیہ السلام سے جڑا ہوا ہے حضرت امام علی کی نسل پاک,امام علی النقی علیہ السلام سے جڑا ہوا ہے حضرت امام علی کی نسلِ پاک,ur/ar,1,2,امام علی النقی علیہ السلام سے جڑا ہوا ہے حضرت امام علی کی نسلِ پاک,ساداتِ نقوی مودودی: یہ شاخ ضلع اعظم گڑھ کے شہر مؤ میں موجود ہے یہاں کے معروف فرد سید ابوالاعلیٰ نقوی مودودیؒ المعروف مولانا مودودی تھے جنہوں نے سنی فکر اپنائی، مگر ان کا نسَب امام علی النقی علیہ السلام سے جڑا ہوا ہے حضرت امام علیؑ کی نسلِ پاک سے تعلق رکھنے والے ایک جلیل القدر بزر...,SRC003 p.1 line 1934,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2F3FD5ED5A,امام علی النقی علیہ السلام کی نسل سے حضرت سید جلال الدین سرخ پوش بخاری,امام علی النقی علیہ السلام کی نسل سے حضرت سید جلال الدین سرخ پوش بخاری,ur/ar,1,2,امام علی النقی علیہ السلام کی نسل سے حضرت سید جلال الدین سرخ پوش بخاری,ساداتِ نقوی بخاری / بھکری: یہ شاخ امام علی النقی علیہ السلام کی نسل سے حضرت سید جلال الدین سرخ پوش بخاری کی نسل سے ہے جو بخارا سے ہجرت کر کے پہلے اُوچ شریف، پھر بھکر، جھنگ، سندھ اور ہند میں آباد ہوئے یہ سادات ابتدا سے فقہ اور سلوکِ اہل بیتؑ کے امین رہے مخدوم جہانیاں جہانگشتؒ اسی ...,SRC003 p.1 line 1905,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CEF46A45F2,امام علی النقی علیہ السلام کی نسل سے ہیں، اور جن کا عقیدہ اثنا عشری,امام علی النقی علیہ السلام کی نسل سے ہیں، اور جن کا عقیدہ اثنا عشری,ur/ar,1,2,امام علی النقی علیہ السلام کی نسل سے ہیں، اور جن کا عقیدہ اثنا عشری,مندرجہ ذیل تفصیل میں ہندوستان و پاکستان میں آباد ہونے والی ساداتِ نقوی کی مستند، معتبر، اور مکمل شاخوں کا تعارف درج کیاہے، جو تمام کی تمام امام علی النقی علیہ السلام کی نسل سے ہیں، اور جن کا عقیدہ اثنا عشری شیعہ، ولایتِ علیؑ، امامتِ معصومینؑ اور فدائیتِ حسینؑ سے سرشار رہا ہے یہ ت...,SRC003 p.1 line 1901,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
